Amharic,Oromo,domain
ሁለቱም ቅሬታዎች ውድቅ ሆነዋል።,himannaan lamaan kufaa ta'aniiru.,General
ይህ መጥፎ ምልክት ነው፧,kun mallattoo badaadhaa?,Health/Medical
ያለእርስዎ ምክር ማድረግ አልችልም።,gorsa kee malee hin danda'u.,General
በትክክል ማድረግ እፈልጋለሁ።,sirritti hojjechuu barbaada.,General
በቅርብ አካባቢ ምንም የምግብ መደብሮች የሉም።,naannoo dhiyeenya jirutti manneen nyaataa hin jiran.,General
እንደ እሱ አይነት ወንዶች አልወድም።,dhiira akka isaa hin jaalladhu.,General
ወንድምህ አንተን ይመስላል።,obboleessi kee akkuma kee fakkaata.,General
እሱን ሊጠብቁት ነው።,isa ilaaluuf deemu.,General
ቶም ለእኔ ፍጹም እንግዳ ነው።,toom anaaf nama orma guutuudha.,General
ዝም ብዬ ራሴን ተኩሻለሁ ብዬ አላምንም።,ofii koo qofa dhukaase jedhee amanuu hin danda'u.,Agriculture
ያንን ችግር ለመፍታት ተጨማሪ ጊዜ ማሳለፍ እንደማልፈልግ ተገነዘብኩ።,rakkoo sana wajjin wal'aansoo qabuuf yeroo dabalataa dabarsuu akkan hin barbaanne hubadheera.,Agriculture
የእኔ ካልሲዎች የት አሉ፧,soksiin koo eessa jira?,General
ቀንበጦቹን በጥቅል አሰረ።,dameewwan sanas baandaadhaan hidhe.,General
የአበባው የአትክልት ቦታ ውሃ ማጠጣት ያስፈልገዋል።,iddoon daraaraa bishaan obaasuu barbaada.,Agriculture
ያ ያስረዳል።,kanatu ibsa.,General
ቀደም ብሎ ተኛ።,dafee ciise.,Health/Medical
ሽልማቱን አግኝተዋል።,badhaasicha argataniiru.,General
ቶሎ ልጽፍልህ ባለመቻሌ አዝናለሁ።,dafee siif barreessuu dadhabuu kootiif dhiifama.,General
ጉቦውን ለመቀበል ፈቃደኛ አልሆነም።,malaammaltummaa fudhachuu dide.,General
እዚህ ፈረንሳይኛ ይነገራል።,afaan faransaayii asitti dubbatama.,General
በዚያ መኪና ውስጥ ያየኸው እኛ አይደለንም።,konkolaataa sana keessatti kan argite nu miti.,General
ንግግሩ ለረጅም ጊዜ ስለቀጠለ አንዳንድ ሰዎች እንቅልፍ መተኛት ጀመሩ።,haasaan isaa yeroo dheeraa waan tureef namoonni tokko tokko hirriba dhabuu jalqaban.,General
ስላስቸገርኩህ አዝናለሁ።,dhiifama si rakkisuu kootiif.,General
በጓደኞችዎ ይናፍቁዎታል።,hiriyyoota keetiin ni dhabda.,General
የአሳ ነባሪ ስጋ በልተህ ታውቃለህ፧,foon qurxummii galaanaa nyaattanii beektuu?,General
ቶም በቀን ስንት ሰአት ይዋኛል፧,toom guyyaatti sa'aatii meeqa dambali'a?,General
ቶም ከባር ጀርባ ነው።,toom mana hidhaa duuba jira.,General
አስጨናቂ መሆን እጠላለሁ።,jeequmsa ta'uu nan jibba.,General
ቢበዛ አስራ ስምንት ነች።,yoo baay'ate umuriin ishee waggaa kudha saddeet.,General
የአዲስ አመት ካርዶች ከጓደኞች እና ከዘመዶች ለመስማት እድል ይሰጡናል።,kaardii bara haaraa hiriyootaafi firoota irraa dhaga'uuf carraa nuuf kenna.,General
በፍጥነት ወደዚያ ልደርስ እችላለሁ።,dafee achitti nu geessuu nan danda'a.,General
ማነው እንዲህ ይላል፧,eenyuutu akkas jedha?,General
በአስቸኳይ ስራ እፈልጋለሁ።,hojiin hatattamaan na barbaachisa.,General
ተያዝኩኝ።,anis qabame.,General
ዛሬ ምንም ትምህርት የለኝም።,har'a barumsa tokkollee hin qabu.,Education
ጥሩ አድርገናል።,gaarii hojjenne.,Religion
ሶስት ይሆናሉ።,sadi ni ta'a.,General
ይህን ተራራ መውጣት አለብኝ።,gaara kana ol bahuun qaba.,General
እውነት እንደሆነ እንጠይቅ።,dhugaa ta'uu isaa haa gaafannu.,Religion
ቶም የንግግር ቴራፒስት ነው።,toom ogeessa dubbii ti.,General
በምቾት ነው የምትኖረው።,jajjabina keessa jiraatti.,General
ግጥሙን በልባችሁ ተምረዋል፧,walaloo sana qalbiin barattee?,General
ቶም እና ሜሪ ገና ለገና የልጅ ልጃቸውን ብስክሌት ገዙ።,toomii fi meerii intala ilma isaaniitiif ayyaana qilleedhaaf biskileetii bitatan.,Religion
ቶም ስለዚህ ጉዳይ ብዙ መጽሀፍትን አንብቡዋል።,toom waa'ee kanaa kitaabota hedduu dubbiseera.,Agriculture
ሁለት የኬክ ቁርጥራጮች ነበሩ።,keekii lamatu ture.,General
ነገ አሳ ለማጥመድ ከሄድክ እኔም አደርገዋለሁ።,boru qurxummii qabuu yoo deemte anis nan qaba.,General
ተንኮለኛ አይደለሁም።,ani gullible miti.,General
ትናንት እስከ ሰባት ሰርቻለሁ።,Kaleessa hanga sa'aatii torbaatti hojjedheera.,General
እንዴት ያለ ምሽት ነው!,halkan akkamii!,General
በጣም ብዙ የሚደረጉ ነገሮች አሉ!,wantoonni hojjetamuu qaban baay'eedha!,General
አደንዛዥ እጽ አዘዋዋሪው በአውሮፕላን ማረፊያው ተይዟል።,namni qoricha sammuu namaa hadoochu daddabarsu kun buufata xiyyaaraatti to'annoo jala ooleera.,Agriculture
እያወራሁ ነበር።,dubbachaa ture.,General
በሩን እንደቆለፍኩ እርግጠኛ አይደለሁም።,balbala cufuu koo hin beeku.,General
በጣም ርካሽ የሆነውን መኪናህን ለአንድ ሳምንት መከራየት እፈልጋለሁ።,konkolaataa kee isa gatii xiqqaa ta'e torban tokkoof kireeffachuu barbaada.,Religion
ይህንን ላንተ እይታ ላስቀምጥ።,mee kana ilaalcha keessa galchuun isiniif haa kaa'u.,General
"አመሰግናለሁ፣ ጓዶች። ""አትጥቀሰው።""","galatoomaa yaa jarana. ""hin kaasiin.""",General
ትናንት ቤት አልነበርንም።,kaleessa mana hin turre.,General
እያለብክ ነበር።,ati dafqaan bulaa turte.,General
የህዝብ ሁለተኛ ደረጃ ትምህርት ቤት ገባሁ።,mana barumsaa sadarkaa lammaffaa mootummaa tokkon baradhe.,Education
ቶም አድስ እቅድ ነድፎ እየሰራ ነው።,Toom karoora haaraa baasee hojjechaa jira.,General
በዚህ ልደሰት ነው።,kanaan itti gammaduuf deema.,General
አውቶቡሱ ላይ ያገኘሁት ያው ዣንጥላ ነው።,sunis gaaddisa ani otobusii keessatti argadhe sanadha.,General
ይመጣ ይሆን ብዬ አስባለሁ።,ni dhufa jedheen yaada.,General
ልጃችን በጦርነቱ ሞተ።,ilmi keenya yeroo waraanaa du'e.,Government
ማርያም መምህር መሆን ትፈልጋለች።,maariyaam barsiisaa ta'uu barbaaddi.,Education
እራት እንድንበላ ጠየቀችን።,irbaata akka nyaannu nu gaafatte.,General
ሰኞ ወደ ቤት እመለሳለሁ።,isniina mana nan gala.,General
አሁን እርዳኝ።,amma na gargaaraa.,General
ስራውን ቀጠለች።,hojii itti fufte.,General
ለአፍታ ቆየሁ።,yeroo muraasaaf dhaabadhe.,General
ባለቤቴ ሁለት እህቶች አሉዋት።,haati manaa koo obboleettii lama qabdi.,General
የኔን ብቻ ውሰዱ።,kan koo qofa fudhadhu.,General
ስለዚህ ጉዳይ ማውራት እናቁም።,waa'ee kanaa haasa'uu haa dhiifnu.,General
ሁሉም በጣም ደስተኞች ናቸው።,hundi isaanii baay'ee gammadu.,General
ይህን ቀሚስ በጣም ወድጄዋለሁ። ልሞክረው እችላለሁ፧,siree kana baay'een jaalladha. irratti yaaluun danda'aa?,General
ተስፋ ሰጠኸኝ።,abdii naaf kennite.,General
ከቤቴ አጠገብ ወንዝ አለ።,mana kootti dhihoo laga tokkotu jira.,General
ሌቦቹ ዘረፋቸውን ከፋፈሉ።,hattoonni saamicha isaanii addaan qoodan.,General
እፎይታ ተሰማኝ።,boqonnaan natti dhagaʼame.,General
የይለፍ ቃሎችዎን ሌሎች ሊያዩዋቸው በሚችሉበት ቦታ እንዳይጽፉ ይመከራል።,jechoota icciitii keessan bakka namoonni biroo arguu danda'anitti akka hin barreessine gorfama.,Religion
ዛሬ ምሽት ድግስ እየሰጠች ነው።,halkan kana affeerraa kennaa jirti.,General
እባክህ ስድስት ሰአት ላይ ሆቴል ውሰደኝ።,mee sa'aatii jahatti hoteelatti na fudhadhaa.,General
የእኔ እርሳስ የት ነው፧,Qubeessaan koo eessa jira?,Education
ልታደርገኝ አትችልም።,na hypnotize gochuu hin dandeessu.,General
ቶም ያንን ማድረግ እንዲያቆም ጠየቅሁት።,toom akkas gochuu akka dhiisu gaafadhe.,General
የቶም ውሻ ማርያምን ነክሶ ያውቃል፧,saree toom maariyaam ciniinee beekaa?,Religion
አውሮፕላንዎ እንዲነሳ የታቀደው ስንት ሰአት ነው፧,xiyyaarri keessan sa'aatii meeqatti ka'uuf beellama qaba?,General
ይህንን እንዲጽፍልህ ሰው ከፍለዋል፧,nama kana siif barreessuuf kaffaltii kaffaltee?,General
ለምን እንቁላሎች በደርዘን እንደሚሸጡ አስባለሁ።,hanqaaquun maaliif kudhaniin gurgurama jedheen yaada.,General
በቀን አንድ ጊዜ ደግ ነገር ያደርጋል።,guyyaatti al tokko gocha gaarummaa hojjeta.,General
ሁልጊዜ በእሁድ ቀን ቀላል እንሆናለን።,yeroo hunda wiixata salphaatti fudhanna.,General
አንድ ሰው ጮኸ።,namni tokko iyye.,General
ህይወቴን አፈቅራለሁ።,jireenya koo nan jaalladha.,General
አሱ ነዉ መንፈሱ።,hafuurri sun kanuma.,General
እዛ መሄድ አልነበረብህም።,silaa achi dhaquu hin qabdu turte.,General
ወደ መኝታ የሄድንበት ሰአት ደርሱዋል።,yeroon nuti ciifnu ga'eera.,General
ያንን እንዲያደርጉ እርስዎን ለመርዳት እዚህ መጥተናል።,sana akka gootan isin gargaaruuf as dhufneerra.,General
ጥሩ ስራ!,hojii gaarii!,General
ማርያም እራሱዋን መንከባከብ ትችል እንደሆነ ቶምን ጠይቅ።,meerii of kunuunsuu akka dandeessu toom gaafadhu.,Religion
ምኞትህ እውን ሆነ፧,hawwiin kee dhugoomee?,General
ስምህን ጻፍ።,maqaa kee barreessi.,General
እሺ ሰዎች። እንደአት ነው፧,hey yaa jarana. akkam jirta?,General
ለስጦታ መጠቅለያ ምን ያህል ያስከፍላሉ፧,kennaa marachuuf meeqa kaffaltu?,General
ይህ ጥሩ ሀሳብ ለምን እንደሆነ በትክክል አልገባኝም።,dhuguma maaliif akka sun yaada gaarii akka ta'e naaf hin galle.,General
13 ተሳፋሪዎች ሆስፒታል ገብተዋል።,imaltoonni 13 hospitaala seenaniiru.,Health/Medical
ሁለታችሁ ምን እያያችሁ ነው፧,isin lamaan maal ilaalaa jirtu?,General
ስለዚያ ሰው አሳፋሪ ነገር እንዳለ አውቃለሁ።,gurbaa sana keessa waan qurxummii ta'e akka jiru nan beeka ture.,General
የምኖረው በጀልባ ላይ ነው።,bidiruu irra jiraadha.,General
በጣም እጮኻለሁ።,baay'een iyyee.,General
ማጨስን እንዲቀንስ መከረችው።,tamboo xuuxuu akka hir'isu gorsite.,General
ዝናቡ ለአምስት ቀናት ቆየ።,roobni kun guyyoota shan tureera.,General
ቶም ሁለታችንንም ሊቀጥርን ፈልጎ ነበር።,toom lamaan keenya qacaruu barbaade.,General
ፈተናውን አልፏል።,qormaata darbe.,Education
የስነ እንስሳት ጥናት የእንስሳት ህይወት ጥናትን ይመለከታል።,zoology qorannoo jireenya bineensotaa ilaala.,Education
ከቁስሉ እየደማ ነበር።,madaa isaa irraa dhiigni dhangala'aa ture.,General
እሱ በጣም ያልበሰለ ነበር፣ ፈተናውን መቁዋቁዋም አልቻለም።,"inni akka malee bilchina hin qabu ture, qorumsa sana ofirraa ittisuu hin dandeenye.",Education
እኔ አስተማሪህ አይደለሁም።,ani barsiisaa kee miti.,Education
እየቀለድን ነው።,qoosaa jirra.,General
ስለ ማርያም አዲስ ልብስ ምን ያስባሉ፧,uffata haaraa maariyaam uffatte maal jettu?,Religion
የተፈጥሮ ሚዛን በጣም ደካማ ነው።,madaalliin uumamaa baayyee dadhabaadha.,General
ውሃ ታባክናለህ።,bishaan qisaasaa jirta.,General
መጽሄቱን ጠረጴዛው ላይ አስቀመጠች።,Barruu sana minjaala irra keesse.,General
ይህ ቀላል እንደማይሆን እንድትረዱልኝ እፈልጋለሁ።,kun salphaa akka hin taane akka hubattan barbaada.,General
ማስረጃውን አምጡልኝ።,ragaa naaf fidaa.,General
የሆነ ነገር ተከስቱዋል።,waan tokko ta'eera.,General
እንደዚህ ያለ ነገር የሚገዛው ማን ነው፧,waan akkasii eenyutu bita?,General
ዝግጁ ነበርኩ።,qophaa'een ture.,General
ጥሩ አለቃ ስላለህ ቀናሁ።,hogganaa gaarii waan qabduuf hinaaffaa qaba.,General
ውሻዬ ታዛዥ ነው።,sareen koo ajajamaadha.,General
ዘላቂ ጉዳት ይደርስ ይሆን፧,miidhaan dhaabbataa ni jiraa?,General
ትንሽ ገንዘብ መቀየር እፈልጋለሁ።,maallaqa tokko tokko jijjiiruu barbaada.,Business/Economy
ለማስደሰት ጓጉቱዋል።,gammachiisuuf fedhii guddaa qaba.,General
የት እንደሄደ ታውቃለህ፧,eessa akka deeme beektaa?,General
ነቅቻለሁ።,dammaqeen jira.,General
ሳህኖቹን ለመስራት ምንም አልፈለገችም።,dishii hojjechuun ishee hin dhibne.,General
ቶም ማርያም እንዳደረገችው ምላሽ ትሰጣለች ብሎ አልጠበቀም።,toom maariyaam akka ishee deebii kenniti jedhee hin eegne.,Religion
ጫጫታው እንቅልፍዬን ረብሾኛል።,sagaleen sun hirriba koo jeeqe.,General
ቶም የሚነግርህ ነገር አለው።,toom waan sitti himu qaba.,General
አክሲዮን አልቆናል።,nuti istookii dhabnee jirra.,Business/Economy
በሁሉም እድል፣ ካቢኔው ይወድቃል።,carraa hundaan kaabinee ni kufa.,Government
መኪናው ዝግጁ ነው።,konkolaataan qophaa'eera.,General
መፍሰስ አለበት።,dhangala'aa qaba.,General
ያንን ርእሰ ጉዳይ አላውቅም።,dhimma sana hin beeku.,General
ትገዛዋለህ፧,ni bittaa?,General
እዚህ ያለህበትን ነገር አትዘንጋ።,waan as dhufte ijaan hin dhabin.,General
አባቱዋ ከጓደኞቹዋ ጋር ወደ ከተማ እንድትሄድ ፈጽሞ አልፈቀደላትም።,abbaan ishee hiriyyoota ishee waliin gara magaalaa akka deemtu gonkumaa ishee hin hayyamne.,Religion
አንተም ሆንኩ አልተሳሳትንም።,atis atis hin dogoggorre.,General
አይነ ስውር ነኝ።,ani jaamaa ta'uutti dhihaadha.,General
ጥቂት ጭማቂ እባክህ።,"juice tokko tokko, maaloo.",General
እሱዋ በጣም ተንኮለኛ ነች የምትነግራትን ማንኛውንም ነገር ታምናለች።,isheen baay'ee gullible waan taateef waan ati itti himtu hunda ni amanti.,General
ትንሽ ደስታን አትፈልግም፧,xiqqoo gammachuu hin barbaadduu?,General
የድሮ ጃኬቴን እጥላለሁ።,jaakkeetii koo isa durii nan gata.,General
ፕላስቲክ ትወስዳለህ፧,pilaastika fudhattuu?,General
ቅጠሎቹ ከዛፎች ላይ ወደቁ።,baalli muka irraa bu'e.,General
በፍጹም አላደርገውም።,yoomiyyuu hin tolchu.,General
በአትክልቱ ውስጥ ሻይ ልንጠጣ እንችላለን፣ ትንሽ ሞቃት ቢሆን።,shaayii keenya osoo xiqqoo ho'aa ta'ee iddoo biqiltuu keessatti dhuguu dandeenya turre.,Agriculture
ምን እንደሚሆን ማንም ሊተነብይ አይችልም።,waan ta'u eenyullee tilmaamu hin danda'u.,Religion
በፈለጉት ጊዜ እንደገና ይምጡ።,ammas yeroo feetan kottaa.,Religion
በጣም ቅርብ የሆነ የገበያ አዳራሽ የት አለ፧,galmi daldalaa dhiyoo jiru eessa jira?,Business/Economy
የትውልድ ቦታውን ታውቃለህ፧,bakka dhaloota isaa beektaa?,Business/Economy
አቃቤ ህግ አንድ መሪ ጥያቄ ጠየቀኝ።,abbaan alangaa gaaffii adda duree tokko na gaafate.,Government
ቴሌቪዥኑን ከፍ ያድርጉ።,tv ol kaasaa.,General
መጥፎ ውሾች የሉም፣ መጥፎ ባለቤቶች ብቻ ናቸው።,"saroonni hamaan hin jiran, abbootiin qabeenyaa hamaa qofa.",General
ብዙ ጊዜ በእነዚህ ቀናት ስለ የሃይል ቀውስ እንሰማለን።,yeroo baayyee guyyoota kanatti waa'ee rakkoo anniisaa dhageenya.,General
ፈገግታህን አልወድም።,kolfi kee natti hin tolu.,General
ነጭ ቀለም ክፍሉን የበለጠ ያደርገዋል።,adiin kutaa sana akka guddatu taasisa.,General
አዲስ ፓራሶል ስለመግዛት እያሰብኩ ነው።,parasol haaraa bitachuuf yaadaa jira.,General
ሁልጊዜ ጥቁር ልብስ ትለብሳለች።,yeroo hunda uffata gurraacha uffatti.,General
ቶም ተናግሯል።,toom dubbate.,General
"እነዚህ የእርስዎ መጽሀፍት ናቸው፧ ""አይ፣ የእኔ መጽሀፎች አይደሉም።""","kun kitaabota keessan? ""lakki kitaabota koo miti.""",General
በልቼ ጨርሻለሁ።,duraan nyaadhee xumureera.,General
ከየት እንደመጣ ማወቅ እፈልጋለሁ።,eessaa akka dhufe baruu barbaada.,General
በእነዚህ ቀናት እየቀነሰ እና እየቀነሰ ይጽፍልኛል።,guyyoota kanatti yeroo baay'ee naaf barreessaa xiqqaachaa dhufeera.,General
ከመጠን በላይ ስለተኛሁ ወደ ትምህርት ቤት ዘገየሁ።,garmalee rafee waanan tureef mana barumsaatti harkifadhe.,Education
