Amharic,Oromo,domain
ከጥቂት ጊዜያት በፊት እዚህ ላይ ያስቀመጥኩት መጽሃፍ ምን ሆነ፧,Kitaabni ani yeroo muraasa dura asitti kaa'e maal ta'e?,Education
እርስ በራስ መተማመንን መማር አለብን።,Wal amanachuu barachuu qabna.,Education
ይህ አበረታች ነው።,Kun waan nama jajjabeessuudha.,General
ረጅሙ ውይይት በመጨረሻ ተጠናቀቀ።,Mariin dheeraan sun dhumarratti xumura irra gahe.,General
ይህ የሎሚ ዛፍ ነው።,Kun muka loomii ti.,Agriculture
በመንገድ ዳር ሬስቶራንት ምሳ በልተናል።,Mana nyaataa karaa cinaa jiru tokkotti laaqana nyaanneerra.,General
አንድ ሰው ፓስፖርቴን ሰረቀ።,Namni tokko paaspoortii koo na jalaa hate.,General
ቀኑን ሙሉ ከልጆቸ ጋር በመጫወት አሳለፍኩ።,Guyyaa guutuu ijoollee koo waliin taphachaa nan dabarse.,General
ምን ማጥናት ይፈልጋሉ፧,Maal barachuu barbaadduu?,Education
እሷ እንደ ቀድሞው ቆንጆ ነች።,Isheen akkuma yeroo kaanii bareedduudha.,General
ቶም እና ማርያም ሁል ጊዜ ይዋጋሉ።,Toomii fi Maariyaam yeroo hunda wal waraanu.,Religion
ግቦችወን መግለጽ ይማሩ።,Kaayyoo keessan ibsuu baradha.,General
ቶም ባለፈው ክረምት ወደ ሃይቁ አልሄደም።,Toom ganna darbe gara haroo sanaa hin deemne.,Health/Medical
ይህ ዋጋ እንዳለው ተስፋ አደርጋለሁ።,Kun gatii akka qabu abdiin qaba.,Business/Economy
ቶምን ገደሉት።,Isaanis Toomii ajjeesan.,General
ስለ ጤና የምናውቀው ከበሽታ ጥናት ተማርነው።,Waa'ee fayyaa waan beeknu qo'annoo dhukkubaa irraa baranne.,Health/Medical
እባኮትን በድጋሚ በፈረንሳይኛ ተናገሩ።,Maaloo irra deebi'aati afaan Faransaayiin dubbadha.,General
በአንድ ቀን ውስጥ ማድረግ ይችላሉ፧,Guyyaa tokkotti gochuu dandeessuu?,General
ይህን ያህል ጊዜ አልጠበቅንም።,Yeroo hanga sana hin eegne.,General
ሰሞኑን ከእህትህ ሰምተሃል፧,Tibbana obboleettii kee irraa dhageesseettaa?,General
ቶም ጠንክሮ ይናገራል።,Toom cimsee dubbata.,General
አልማዝ እውነተኛ ይመስላል።,Daayimandichi kan dhugaa fakkaata.,General
ቶም ጠረጴዛውን ማጽዳት ጀመረ።,Toom minjaala qulqulleessuu jalqabe.,General
በዚህ ሃገር ውስጥ ለምን ያህል ጊዜ ለመቆየት አስበዋል፧,Biyya kana keessa yeroo hammamiif turuuf karoorfattan?,General
አሁን ይሰራል።,Amma ni hojjeta.,General
አባቱ ከሞተ በኋላ የቤተሰቡን ስራ ሃላፊ ወሰደ።,Abbaan isaa erga du'ee booda itti gaafatamummaa hojii maatii kanaa fudhate.,Religion
እነዚህ ጓደኞቸ ቶም እና ማርያም ናቸው።,Hiriyyoonni kun Toomii fi Maariyaam fa'i.,Religion
እየተከታተልኩ ነው።,Hordofaan jira.,General
በሞተር ሳይክሉ በጣም ይኮራል።,Mootar saayikilii isaatiin baay'ee boona.,General
ያንን አልታገስም።,Sana hin obsu.,General
የጭነት መኪናወ ምን አይነት ቀለም ነው፧,Konkolaataan fe'umsaa keessan halluu akkamii qaba?,General
ጓደኛ ብንሆን በጣም ደስ ይለኛል።,Osoo hiriyyaa ta'uu dandeenyee baay'ee natti tola.,General
ቀጭን መሆን ከፈለጉ ይህን አመጋገብ ይከተሉ።,Yoo qallachuu barbaaddan akkaataa nyaataa kana hordofi.,General
እውነት ይህ ሰላሳ ዶላር ነው ብለው ያስባሉ፧,Dhuguma kun doolaara soddoma jettanii yaaddu?,Religion
መነጽሯ ስለጠፋ እንድያነብላት ጠየቀችው።,Golgiitun ijaa ishee waan jalaa badeef akka isheef dubbisu gaafatteni.,General
ህይወት አንዳንድ ጊዜ እንግዳ ነው።,Jireenyi yeroo tokko tokko ajaa'iba.,General
በጣም ደክሞኝ ስለነበር ቀደም ብየ ተኛሁ።,Baay'ee dadhabee waanan tureef dafeen ciise.,Health/Medical
አንድ ተማሪ ታስሯል።,Barataan tokko hidhameera.,Education
ባሉበት ይቆዩ። እየመጣሁ ነው።,Bakka jirtuttaniitti turaa. Dhufaan jira.,General
ይህን ውይይት እናቆም።,Marii kana haa dhaabnu.,General
በጥይት ተመትተዋል፧,Rasaasaan rukutamaniiru?,General
ቶም በሂሳብ ላይ ፍላጎት አለው።,Toom herrega irratti feedhii qaba.,General
ቁርስ ከመብላትወ በፊት አበቦቹን ያጠጡ።,Ciree nyaachuu keessan dura abaaboowwan bishaan obaasa.,General
ቶምን የምንረዳበት መንገድ መኖር አለበት።,Karaan nuti Toom itti gargaarruu jiraachuu qaba.,General
ባለፈው ሳምንት እህቱን ለማግኘት ሄጀ ነበር።,Torban darbe obboleettii isaa argachuuf deemeen ture.,General
ለምን ያህል ጊዜ እንግሊዘኛ እያስተማርክ ነበር፧,Yeroo hammamiif afaan Ingilizii barsiisaa turtan?,Agriculture
የማየት ችሎታው እየደከመ ነው።,Dandeettiim arguu isaa dadhabaa jira.,General
ቅናሹን አደንቃለሁ፣ ግን ልቀበለው አልቻልኩም።,"Hir'ina gatiichaa nan dinqisiifadha, garuu fudhachuu hin dandeenye.",Agriculture
ታላቅ ወንድም እና ታናሽ እህት አለኝ።,Obboleessa angafaa fi obboleettii quxisuu nan qaba.,General
ሶናታ እጫወትልሃለሁ።,Sonaataa siin taphachiisa.,General
ማንሳት ያስፈልግወታል፧,Kaasuun isin barbaachisa?,General
ከዚህ አልሄድም።,Asi hin deemu.,General
ዣንጥላየን ቤት ተውኩት።,Dibaabee koo manattan dhiise.,General
"ሁለት የወንድ ጓደኞች ብቻ ነበሩኝ። ""ኧረ አሁን ሁለት የወንድ ጓደኞች አሉኝ""","Jaalallee lama qofa qaba ture. ""Oo, yeroo ammaa kana jaalallee lama nan qaba.""",General
ወደ ቴኒስ ሜዳ እየሄድክ ነው፧,Gara dirree teenisiitti deemaa jirtaa?,General
ጥሩ ነገር ነው ብለን እናስባለን።,Waan gaariidha jennee yaadna.,General
ያ ኦሪጅናል አይደለም።,Sun orijinaala miti.,General
እውነቱን የምታውቁበት ጊዜ ይመጣል።,Yeroon dhugaa jiru itti beektan ni dhufa.,General
የበርሊን ግንብ መውደቅ በጣም አስፈላጊ ክስተት ነበር።,Kufaatiin dallaa Barliin mudannoo baay'ee barbaachisaa ture.,Government
አድሱን ሱቅወን መቸ ከፈቱ፧,Suuqii haaraa keessan yoom bantanii?,Business/Economy
እኔ አድሱ ጠበቃህ ነኝ።,Ani abukaatoo kee isa haaraadha.,General
ሰአት እና ባዶ ሳጥን ገዛሁ።,Sa'aatii fi saanduqa duwwaa nan bite.,General
ያ ርእስ እጅግ አሳሳች ነበር።,Mata dureen sun garmalee dogoggorsiisaa ture.,General
ክረምቱን በተራሮች ላይ ማሳለፍ ጥሩ ይሆናል።,Ganna gaara keessa dabarsuun gaarii ta'a.,Agriculture
ከዚህ ራቅ።,As irraa fagaadhu.,General
ልጁን በህይወት የማግኘት ተስፋ በፍጥነት እየከሰመ ነው።,Abdiin mucicha lubbuun argachuu saffisaan hir'achaa jira.,General
በጣም እናመሰግናለን።,Baay'ee galateeffanna.,General
ቶም እዚያ እንዳለ ማንም አያውቅም።,Toom akka achi jiru namni beeku hin turre.,General
ለተወሰነ ጊዜ መቆየት አለብኝ።,Yeroo muraasaaf turuun qaba.,General
ከአንተ ጋር መምጣት ነበረብኝ።,Si waliin dhufuun qaba ture.,General
ተጣብቄያለሁ።,Ani maxxaneen jira.,General
ምንም ቃል አልገባሁም።,Waadaa tokkollee hin galle.,General
እባኮትን ልብሶቻችሁን በሙሉ ከወገብ እስከ ላይ አውልቁ።,Mee uffata keessan hunda mudhii irraa ol baafadhaa.,Business/Economy
ቶም ለገና ዋሽንት ሰጠኝ።,Toom ayyaana Qilleef uluullee naaf kenne.,Religion
እንድትቆይ ማንም አያስገድድህም።,Akka turtuuf homtuu si hin dirqisiisu.,General
ልተኛ ነው። ደህና እደር።,Ani rafuufi. Nagaan buli.,General
ቶም ቤዝቦል መጫወት ይወዳል።,Toom beeysiboolii taphachuu ni jaallata.,General
ቶም ሁለቱም ማርያም እና ጆን ከመኪናቸው ሲወርዱ አየ።,Toom Mriyaamii fi Joon lamaan isaanii iyyuu konkolaataa isaanii keessaa yeroo buʼan arge.,Religion
ትስቁብኝ ይሆናል።,Natti kolfituu ta'a.,General
መዋኘት አስደሳች ሆኖ አግኝቸዋለሁ።,Bishaan daakuun gammachiisa ta'ee argadheera.,General
በፍጹም አልዋሽሽም።,Tasumaa si hin sobu.,General
ትክክለኛ ስራ ለመስራት በእነዚህ ቀናት በእሱ ላይ መተማመን አይችሉም።,Guyyoota kanatti hojii sirrii hojjechuuf isa irratti abdachuu hin dandeessan.,General
ቶም ፈረንሳይኛ እያጠና ነው።,Toom Afaan Faransaayii barachaa jira.,General
ስፖርት ትወዳለህ፧,Ispoortii ni jaallattaa?,Education
እዚህ ማንም ፈረንሳይኛ አይናገርም።,Asitti namni afaan Faransaayii dubbatu hin jiru.,General
በኪስ ቦርሳየ 30 ዶላር አለኝ።,Borsaa koo keessaa doolaara 30 qaba.,Business/Economy
ቶም ያንን ያደርጋል።,Toom sana ni godha.,General
ያንን ላደርግልህ እችል ነበር።,Sana siif gochuu nan danda'a ture.,General
ሶስት ስህተቶችን ብቻ ነው የሰራሁት።,Dogoggora sadii qofan hojjedhe.,General
"ይህን እንጉዳይ መብላት ምንም ችግር የለውም፧ ""አንድ ጊዜ ማንኛውንም ነገር መብላት ምንም ችግር የለውም።""","Waakkoo kana nyaachuun homaa rakkoo hin qabuu? ""Yeroo tokko tokko wanta kamiyyuu nyaachuun rakkoo hin qabu.""",General
እሷ ሁለት ሽህ መጻህፍት አሏት።,Isheen kitaabota kuma lama qabdi.,General
ለንግስቲቱ ሰገደ።,Mootittiif ni sagade.,General
ትንሽ ለመተኛት እንድትሞክሩ እመክራችኋለሁ።,Hirriba xiqqoo argachuuf akka yaaltan isinan gorsa.,General
አልሰከርኩም ነበር።,Machaa'ee hin turre.,General
ጠዋት እንግሊዘኛ ተምራለች።,Ganama Afaan Ingilizii baratteetti.,General
እንደረሳችሁት ረስቸው ነበር።,Akka isin dagattaniitti dagadheen ture.,General
ጊዜ ወስዷል።,Yeroo fudhateera.,General
በራስወ ይተማመኑ።,Ofitti amanamummaa qabaadha.,General
ቶም ሶስት ወንዶችና አንድት ሴት ልጆች አሉት።,Toom ijoollee dhiiraa sadii fi intala tokko qaba.,General
እርስወ ያቆዩት።,Isin tursiisa.,General
እባክህ እንድተኛ ፍቀድልኝ።,Maaloo akkan rafuu naaf hayyami.,General
ለምን ይህን ሁሉ ታደርግልናል፧,Maaliif kana hunda nuuf goota?,General
እሱ ከመቸውም ጊዜ በላይ ጠንካራ ነው።,Inni yeroo kamiyyuu caalaa cimaadha.,General
እንደ እርስወ ጊታር መጫወት መማር እፈልጋለሁ።,Anis akkuma keessan gitaara taphachuu barachuu nan barbaada.,Education
ብዙ የብር ሳንቲሞች አሉኝ።,Saantima meetii hedduu nan qaba.,Business/Economy
ተግባቢ ናቸው፧,Michootadhaa?,General
በተቃራኒው አይደለምን፧,Faallaa isaatiin mitii?,General
እስኪ ትንሽ ላስብበት።,Mee xiqqoo itti yaadu.,General
እውነት ነው እንበል።,Dhugaadha haa jennu.,Religion
ከመድረክ ብቻ ውጣ።,Waltajjii irra bu'uu qofa.,Government
አግዳሚ ወንበር ላይ ተቀመጥ።,Teessoo irra taa'i.,General
ቀደም ሲል ሁለት ጊዜ በጥይት ተመትቻለሁ።,Duraanis yeroo lama rasaasaan rukutameen jira.,Health/Medical
ሶስት ሰአት ብቻ ነው የተኛሁት።,Sa'aatii sadii qofan rafe.,General
አቅም የለኝም።,Ani humna hin qabu.,General
በወጣትነቷ ቆንጆ ሆና ሊሆን ይችላል።,Isheen yeroo dargaggummaa isheetti bareedduu turte taʼa.,General
ይህ የእኔ ቁልፍ እንደሆነ እንኳን እርግጠኛ አይደለሁም።,Kun furtuu koo ta'uu isaa illee ani mirkanaa'aa miti.,General
የት እንደሚኖር ጠየቀችው።,Isheenis eessa akka jiraatu isa gaafatte.,General
አንዳንድ ምሁራን እንደሚሉት ከሆነ በአሁኑ ጊዜ ትልቅ የመሬት መንቀጥቀጥ ሊከሰት ይችላል።,Akka hayyoonni tokko tokko jedhanitti yoo ta'ee yeroo ammaa kirkirri lafaa guddaan uumamuu danda'a.,Agriculture
ቶም ህገ-ወጥ ነገር አላደረገም።,Toom waan seeraan alaa hin hojjenne.,General
ክረምት በቅርቡ ይመጣል።,Ganni yeroo dhiyootti ni dhufa.,Agriculture
ትክክል ነኝ ብለህ ትፈራለህ አይደል፧,Ani sirriidha jettee ni sodaatta mitii?,General
ስለ አንድ ነገር ትክክል ነህ።,Waa'ee wanta tokko ati sirriidha.,General
ውሾች በጨለማ ውስጥ ማየት ይችላሉ።,Saroonni dukkana keessatti arguu danda'u.,General
ይህ ጥያቄ ቀላል አይደለም።,Gaaffiin kun salphaa miti.,Education
ዛሬ ምንም ትምህርት የለኝም።,Har'a barumsa tokkollee hin qabu.,Education
ይህንን መረጃ በጥሩ ሁኔታ ተጠቅሞበታል።,Odeeffannoo kana akka gaariitti itti fayyadameera.,General
ለምን ፈረንሳይኛ መማር ይፈልጋሉ፧,Maaliif Afaan Faransaayii barachuu barbaadduu?,Education
ይህ ጥሩ የአየር ሁኔታ እንደሚቀጥል ተስፋ አደርጋለሁ።,Haalli qilleensaa gaariin kun akka itti fufu abdiin qaba.,Agriculture
ቶም ጡንቻወቹን በማወዛወዝ የራስ ፎቶ አነሳ።,Toom maashaalee isaa osoo jilbeenfatuu suuraa ofii kaase.,General
በጣም በመዘግየቴ አዝናለሁ።,Baay'ee harkifachuu kootiif nan gadda.,General
ስብሰባው ሙሉ በሙሉ አእምሮየን አዳልጦታል።,Walgahiin sun guutummaatti sammuu koo mucuceesseera.,Government
በአሮጌ ቤተመቅደሶች እና መቅደሶች ዝነኛ የሆነችውን ኪዮቶን መጎብኘት አለብወት።,Kiyootoo ishee mana qulqullummaa fi iddoowwan qulqulluu duriitiin beekamtu daawwachuu qabdu.,General
እሷ በጣም ቀጭን ነበረች።,Isheen baay'ee qal'oo turte.,General
ከአለቃየ ጋር የነበረኝን ቀጠሮ ተውኩት።,Beellama hogganaa koo wajjin qabu nan dhiise.,Business/Economy
ለእረፍት ወደት ነው የምትሄደው፧,Boqonnaaf eessa deemta?,Education
ብዙ ደስታ አለን።,Gammahuu baay'ee qabna.,General
የመጨረሻ ክፍልህን በተመለከተ፣ ያ በመጨረሻው ፈተናህ ላይ የተመሰረተ ነው።,"Kutaa kee isa dhumaa ilaalchisee, sun qormaata xumuraa kee irratti kan hundaa'eedha.",Education
በዚህ ብርሃን ለማንበብ ሲሞክሩ አይኖችወን ያስጨንቃሉ።,Ifa kanaan dubbisuuf yeroo yaaltan ija keessan ni dhiphiistu.,Business/Economy
ይህ ዛፍ ሶስት ሜትር አካባቢ ነው።,Mukti kun naannoo meetira sadiidha.,Agriculture
ቶም ሰኞ ወደ ቦስተን ይሄድ እንደሆነ ወይም እንዳልሆነ እስካሁን አላውቅም።,Toom wiixata gara Booston deemuu fi dhiisuu isaa hanga ammaatti hin beeku.,General
መጽሃፉ የት ነው ያለው፧,Kitaabiichi eessa jiraa?,General
ቶም አሁን ትልቅ እና ጥበበኛ ነው።,Toom amma guddaa fi nama ogummaadha.,General
እባክህ ቁልፉን አሁን ማግኘት እችላለሁ፧,Amma furtuu sana argachuu nan danda'aa maaloo?,General
በቶም ማመን የለብህም።,Toomiitti amanuu hin qabdu.,General
ለምን አታናግረውም፧,Maaliif isa hin dubbistuu?,General
ጥሩ ልብስ መልበስ ስለፈቀደ ብቻ ሙያን በፍጹም አይምረጡ።,Uffata gaarii uffachuu waan hayyamuuf qofa gonkumaa hojii hin filatina.,General
ቶም ወተቱን አፈሰሰ።,Toom aannan sana dhangalaase.,General
እቃወቹን እስካሁን አላጠብኩም።,Hanga ammaatti mi'a hin dhiqanne.,General
ቶም አሁንም ተጨማሪ ስልጠና ያስፈልገዋል።,Toom ammallee leenjiin dabalataa isa barbaachiisa.,Government
እንድሳካለት እንርዳው።,Akka isaaf milkaa'uuf isa haa gargaarru.,General
ያ ጎዳና በጣም ጫጫታ ነው።,Daandiin sun baay'ee waca qaba.,General
ትናንት እስከ ሰባት ሰርቻለሁ።,Kaleessa hanga sa'aatii torbaatti hojjedheera.,General
ይህ መኪና የማን እንደሆነ ታውቃለህ፧,Konkolaataan kun kan eenyuu akka ta'e beektaa?,General
ያልተጠበቀ ነገር ሁልጊዜ ይከሰታል።,Yeroo hunda wanti hin eegamne ni ta'a.,General
ባላወራው እመርጣለሁ ካላስቸገርክ።,"Osoon isatti dubbachuu baadhee nan filadha, yoo isin hin rakkisne.",General
አሁንም ወንድሜን እንደገደልኩት ታምናለህ፧,Ammas obboleessa koo akkan ajjeese ni amantaa?,General
በኔ ቀልዶች የሚስቅ የለም።,Qoosaa kootti namni kolfu hin jiru.,General
ቶም የበለጠ ያውቃል።,Toom caalatti beeka.,General
ብርሃኑ እስኪለወጥ እየጠበቅኩ ነው።,Ifni hanga jijjiiramu eegaan jira.,Business/Economy
ቶም ማርያም ትመጣለች አለ።,Toom Maariyaam ni dhufti jedhe.,Religion
ፍሬወቹን አጥብቄአለሁ።,Firiiwwan sana jabeesseera.,General
ቶም እና ሜሪ የተጋቡት ከሶስት አመታት በፊት ነው።,Toomii fi Meerii waggaa sadii dura wal fuudhan.,General
እሷ በጣም ጥሩ ፒያኖ ተጫዋች ትሆናለች።,Isheeb taphattuu piyaanoo baay'ee gaarii ni taati.,General
ሁኔታውን እንደገና መመርመር ያለብወት ይመስለኛል።,Haalicha irra deebitanii qorachuu waan qabdan natti fakkaata.,Religion
ቀኑን ሙሉ ቤቱን በማጽዳት አሳለፍኩ።,Guyyaa guutuu mana qulqulleessuun nan dabarseera.,General
ቶም ከአሁን በኋላ ብዙ አያነብም።,Toom kana booda baay'ee hin dubbisu.,General
