Amharic,Oromo,domain
ቶም ሁሉም ሰው እንደሞተ እንዲያስብ ፈልጎ ነበር።,toom namni hundi akka du'e akka yaadu barbaade.,General
ቶም ለልጆች መድሃኒት ሲሸጥ ተይዟል።,toom qoricha sammuu namaa hadoochu ijoolleetti gurguraa osoo jiruu qabame.,Health/Medical
እርስ በእርሳቸው እጃቸውን ያዙ።,harka wal qabatanii turan.,General
ጥርስ ነቅሎ ነበር።,ilkaan harkifamee ture.,General
በአንድ ክፍለ ዘመን አንድ ጊዜ ብቻ ነው የሚከሰተው።,jaarraa keessatti al tokko qofa ta'a.,General
ጥገናው ቢያንስ 20 ፓውንድ ያስወጣል።,suphaan kun yoo xiqqaate paawundii 20 kan baasu ta'a.,Religion
በእራስዎ ለመጓዝ በጣም ትንሽ ነዎት።,kophaa kee imaluuf baay'ee xiqqaadha.,General
ከባድ ነገር አለ፧,waan hamaa ta'e qabaa?,General
ጽንሰ-ሀሳቡን ተረድተዋል፧,yaad-rimeen isaa ni hubattaa?,General
ማድሪድ የስፔን ዋና ከተማ ነው።,maadriid magaalaa guddoo ispeen ti.,General
ቶም እንደ በቅሎ ግትር ነው።,toom akka gaalaatti mata jabeessa.,Agriculture
ብዙ እድገት አላደረግሁም።,guddina guddaa hin agarsiifne.,General
በትርፍ ጊዜ ማሳለፊያነት ጀመረ።,akka hojii bohaartiitti jalqabe.,Agriculture
ቀዝቃዛ ግንባር አውሮፓን ጠራረገ።,fuuldurri qorraa awurooppaa irratti dhangala'e.,General
አይነት ህመም ይሰማኛል።,akkanatti dhukkubsachuun natti dhagahama.,Health/Medical
እንደደወልኩ ትነግረዋለህ፧,bilbilee itti himtaa?,General
እለታዊ ተመን ስንት ነው፧,sadarkaan guyyaa maali?,Business/Economy
በየስድስት ሰአቱ መድሃኒቴን መውሰድ አለብኝ።,sa'aatii jaha jahatti qoricha koo fudhachuun qaba.,General
እሳቱ ብዙም ሳይቆይ ጠፋ።,ibiddichi utuu hin turin dhaamfame.,General
ማውራት እንወዳለን።,haasa'uu ni jaallanna.,General
ግራ እጇ ተቃጥላለች።,harka bitaa ishee gubatte.,General
እናቴን ከኹዋላ ጠየቀ።,jedhee haadha koo duukaa gaafate.,General
ጽሁፉን አንብበዋል፧,barreeffama dubbisteettaa?,Agriculture
ቶም ከሶስት አመት በፊት ወደ ቦስተን መጣ።,toom waggaa sadii dura gara booston dhufe.,General
እሱ አስተማማኝ አይደለም።,inni ofitti amanamummaa hin qabu.,General
ጥሩ ጓደኞች ልንሆን እንደምንችል አስባለሁ።,michoota gaarii ta'uu dandeenya jedheen yaada.,Health/Medical
ዛሬ በጣም ቀዝቃዛ ነው አይደል፧,dhuguma har'a qorra mitii?,General
የሆነ ነገር አግኝተዋል፧,waan tokko argataniiru?,General
እንደ ሁልጊዜው በደስታ ተቀበለችው።,isheenis akkuma yeroo hunda gammachuudhaan nagaa isa gaafatte.,General
ስሜን ታውቃለህ፧,maqaa koo beektaa?,General
ሰዎቹ ሁሉም አሾፉበት።,jarreen hundi itti qoosan.,General
አሁን ዘና ማለት የምንችል ይመስለኛል።,amma boqochuu dandeenya jedheen yaada.,General
ቶም እንግዳ የሚመስል ኮፍያ ለብሱዋል።,toom kophee ajaa'ibaa fakkaatu uffatee jira.,General
ከፈለጉ መሄድ ይችላሉ።,yoo feetan deemuun ni danda'ama.,General
ለማግኘት ቀላል አይደሉም።,argachuun kee salphaa miti.,General
ቶም ተመዝግቡዋል።,toom galmaa'e.,General
ያ ቀሚስ ለእርስዎ ተስማሚ ነው።,uffanni sun siif mijataa dha.,General
ቤት ከግንባታ በላይ ነው።,manni gamoo qofa osoo hin taane waan caaludha.,General
ወገን እመነኝ,"dude, na amanaa.",General
ምሳ ጨርሰናል።,laaqana nyaannee xumurree jirra.,General
እንደ ትላንትናው ዛሬ አይቀዘቅዝም።,har'a akka kaleessaa qorri hin jiru.,General
ዳይኪሪ እፈልጋለሁ።,daiquiri tokkon barbaada.,General
ቶም እዚህ ለምን ያህል ጊዜ ሰርቱዋል፧,toom yeroo hammamiif asitti hojjete?,General
በፍጥነት መሄድ ይችላሉ፧,saffisaan deemuu dandeessaa?,General
ቶም ከወትሮው የበለጠ ጮክ ብሎ ተናግሯል።,toom yeroo biraa caalaa sagalee guddaadhaan dubbate.,General
ማን እዚያ እንደሚገኝ እንኳን አናውቅም።,eenyu akka achitti argamullee hin beeknu.,General
ከአንተ ጋር እንዳልስማማ እፈራለሁ።,si waliin walii hin galle jedheen sodaadha.,General
ልጆቹ በጫካ ውስጥ ጠፍተዋል።,ijoolleen bosona keessaa badan.,General
ሻወር ያዘች።,shawaara tokko qabde.,General
ሀብታም መሆንህን አላውቅም ነበር።,dureessa ta'uu kee hin beeku ture.,General
እባክዎን ወደ ቦታው ይመልሱት።,mee bakka isaatti deebisaa.,General
በጣም ጥሩ ጊዜ አሳልፈናል።,yeroo gaarii dhugaa dabarsine.,Health/Medical
ትምህርት ቤቶች ተገንብተዋል።,manneen barnootaa ijaaraman.,Education
በንግድ ስራ ተጓዘ።,daldalaaf imala ture.,Business/Economy
ሶፋው ላይ መተኛት ይችላሉ።,sofaa irra ciisuu dandeessu.,General
ያ ነው ከባዱ ክፍል።,kutaan cimaan sun kanuma.,Education
እዛው ትቆያለህ።,ati achitti hafta.,General
ብዙ ሰዎች ይህን ያደርጋሉ።,namoonni baay'een akkas godhu.,General
የልጅቱዋ ወላጆች ጥያቄዋን ተቀበሉ።,warri intalattii gaaffii ishee kana irratti walii galan.,Education
እነዚያ ሁለቱ በእርግጥ መቱት።,lamaan sun dhuguma rukutaniiru.,General
ለሰአቴ ባትሪ እፈልጋለሁ።,sa'aatii kootiif baatirii na barbaachisa.,General
ችግሩን መፍታት አለብን።,rakkoo jiru furuu qabna.,General
የቶም ጫማዎችን ተመልከት።,kophee toomii ilaalaa.,General
የሆነ ችግር እንዳለ ወዲያው ተረዳሁ።,wanti tokko akka dogoggora taʼe battaluma sanatti natti dhagaʼame.,General
አሁን ይህንን ለመቁዋቁዋም ጊዜ የለኝም።,yeroo ammaa kana yeroon itti wal'aansoo qabu hin qabu.,General
ለኛ አስቸጋሪ አመት ነበር።,bara ulfaataa nuuf ture.,General
ይህን ራኬት የገዛሁት ከሁለት ወራት በፊት ነው።,raakeetii kana ji'a lama dura bitadheera.,General
ቶም ይቀራል።,toom ni hafa.,General
ሲከሰት አላየሁም።,akka ta'u hin argine.,General
ያን ዘፈን አንድ ጊዜ ሰምቼው ነበር።,sirba sana yeroo tokko dhaga'een ture.,General
ጨረቃ ከደመናዎች በስተጀርባ ነው።,ji'i duumessa duuba jira.,General
"አያት ምን እየሰራች ነው፧ ""ሶፋ ላይ ተኝታለች።""","adaadaan maal hojjechaa jirti? ""isheen sofaa irra ciiftee jirti.""",General
የሆነውን ነገር እንድነግርህ ለምን አትፈቅድም፧,maaliif waan ta'e akkan sitti himu hin hayyamtu?,General
እንዳታሳዝነኝ ሞክር።,akka na hin mufachiifne yaali.,General
ለብዙ አመታት ፈረንሳይኛን ተምረናል።,waggoota hedduudhaaf afaan faransaayii baranneerra.,General
ለእኔ በጣም ቆንጆ መሆንዎን አቁም።,akkasitti natti tolu dhiisaa.,General
ከደጋፊዎቹ መካከል አንዱ ጠፍጣፋ እና ግድግዳው ላይ ተሰበረ።,cirrachi fannichaa tokko cabee dallaa irratti caccabee ture.,General
በእሳቱ ውስጥ አንድም ሰው አልሞተም።,ibidda kanaan namni du'e hin jiru.,General
ብዙ ሰዎች ድህረ ገጼን እንዲጎበኙ እንዴት እንደምችል ለማወቅ እመኛለሁ።,akkamitti namoonni hedduun marsariitii koo akka daawwatan osoon adda baasee natti tola.,Health/Medical
ልቡዋ እየመታ በሩን ከፈተች።,garaan ishee dhadha'aa balbala bante.,General
እኔ ከመወለዴ በፊት አያቶቼ ሞተዋል።,akaakayyuu fi akaakayyuun koo osoon hin dhalatin du'an.,General
እሱ አስቀድሞ ሄዷል፧,duraan dhaqee jiraa?,General
ሶስት ጩኸቶችን ብቻ ነው የሰማሁት።,sagalee sadii qofan dhaga'e.,General
መሄድ አለብኝ።,ani deemuun qaba ture.,General
ቶም መንጃ ፍቃድ አለው።,toom hayyama konkolaachisummaa qaba.,General
ሴናተሩ ለቃለ መጠይቅ ተደጋጋሚ ጥያቄዎችን ውድቅ አድርገዋል።,senetarichi gaaffii fi deebii irra deddeebiin gaafatame haaleera.,Education
እባካችሁ ህመሙን ለመግታት አንድ አይነት መድሃኒት ስጡኝ።,dhukkubbii kana to'achuuf qoricha gosa tokko naaf kenni.,Health/Medical
መጽሀፉን ሰጠሁት።,kitaaba sana kenneef.,General
ሁለቱም ሀገራት ወደ ሰላም ድርድር ገቡ።,biyyoonni lamaan marii nagaa seenan.,Government
በወረቀቱ ላይ መስመር ይሳሉ።,waraqaa irratti sarara kaasi.,General
የቅርብ ጓደኛሞች ሆንን።,michoota gaarii taane.,General
ሀሳቡ ጥሩ ነበር።,yaadni sun gaarii ture.,General
በከፍተኛ ክህደት ወደ ደሴት ተባረረ።,gantummaa olaanaa raawwachuu isaatiin gara odolaatti ari'ame.,General
ይህ ቡና በጣም መራራ ነው።,bunni kun garmalee hadhaa'a.,Agriculture
ብዙ ነገር ገዛሁ።,waan baay'een bitadhe.,General
እዚህ በመሆናችሁ ደስ ብሎናል።,asitti argamuun kee gammadneerra.,General
እስካሁን ቁርስ አልበላሁም።,hanga ammaatti ciree hin nyaanne.,General
ከጠባቂነት ያዝከኝ።,ati of eeggannoo malee na qabde.,General
ከእንግዲህ ያንን አላደርግም።,kana booda akkas hin godhu.,General
ፈተናውን በችግር አልፌያለሁ።,qormaata rakkinaan darbe.,Education
ቶም ፈረንሳይኛ እንደሚያጠና ነግሮሃል፧,toom afaan faransaayii barachaa akka jiru sitti himeeraa?,General
በእርግጥ ቶምን ብቻውን ወደዚያ እንዲሄድ ልትፈቅዱለት ነው፧,dhuguma toom kophaa isaa akka achi deemu gadhiisuuf jirtaa?,General
ወተቴን ሁሉ ጠጣሁ።,aannan koo hunda dhugee jira.,General
ለመብላት ብዙ ጥሩ ቦታዎችን አውቃለሁ።,bakka nyaataa gaarii hedduu beeka.,General
ተደሰት።,ofitti gammadaa.,General
ከማስገባትህ በፊት ወረቀትህን አንብብ።,waraqaa kee dabarsitee kennuu kee dura irra dubbisi.,Agriculture
ትናንት ትምህርት ቤት አልሄድኩም።,kaleessa mana barumsaa hin deemne.,Education
ቤዝቦል እጫወታለሁ።,beeysiboolii nan taphadha.,General
ማድረግ ጠቃሚ ከሆነ፣ በደንብ ያድርጉት።,yoo hojjechuun gatii qabaate akka gaariitti raawwadhu.,Agriculture
እህቱ ዛሬ ልታናግርሽ አልቻለችም።,obboleettiin isaa har'a si haasofsiisuu hin dandeessu.,General
የመጀመሪያው ዙር በቤቱ ላይ ነው።,marsaan jalqabaa mana irratti.,Government
ለቀረበው ሀሳብ ድምጽ ሰጥቱዋል።,yaada dhihaate kanaaf sagalee kenne.,Government
አየር፣ ልክ እንደ ምግብ፣ የሰው ልጅ መሰረታዊ ፍላጎት ነው።,qilleensi akkuma nyaataa fedhii bu'uuraa dhala namaati.,General
እዚህ። ይህንን ከእርስዎ ጋር ይውሰዱት። ጠቃሚ ሆኖ ሊመጣ ይችላል።,as. kana of biraa fudhadhaa. faayidaa ta'uu danda'a.,General
ለዚህ ነው እኔና ቶም ቅር ያሰኘን።,kanaafidha aniifi toom kan mufanne.,General
እርሳስ አጣሁ።,qalama koo dhabeera.,Education
ወንበሩ ወደ በሩ ቅርብ ነው።,teessoon balbalaatti dhihoo dha.,General
ይህን ለማድረግ አንድ ሳምንት ነበር።,kana gochuuf torban tokko qabda turte.,General
ስንት የገና ካርዶችን ልከዋል፧,kaardii ayyaana masqalaa meeqa ergite?,Religion
አሁን ደክሞኛል።,amma dadhabeera.,General
ይህ ከንቱ ነው።,kun faayidaa hin qabu.,General
በቅርበት ከተመለከትክ፣ ጓደኞችህ እና አንተ ተመሳሳይ ባህሪያት እንዳሉ ታገኛለህ።,"yoo sirriitti ilaalte, hiriyyoonni kee fi ati amala wal fakkaatu akka qabdan ni hubatta.",General
ይህ ልቦለድ የተጻፈው በአንድ አሜሪካዊ ጸሀፊ ነው።,asoosama kana barreessaa ameerikaa tokkoon barreeffame.,General
ከዚህ የጥፍር ቀለም ጋር የምሄድ ሊፕስቲክ እየፈለግኩ ነው።,funyaaniin nail polish kana waliin deemu barbaada.,General
በሙከራው ውስጥ እርግቦችን ተጠቅሙዋል።,yaalii isaa keessatti qoollootti fayyadameera.,General
የመጀመሪያ ደረጃ ትምህርት ቤት መምህር ነው፣ ስለዚህ ከልጆች ጋር መገናኘትን ለምዷል።,barsiisaa mana barumsaa sadarkaa tokkoffaa waan ta'eef ijoollee wajjin walitti dhufeenya qabaachuu barateera.,Education
እንደተለመደው ለትምህርት ዘግይቱዋል ማለት አያስፈልግም።,akkuma barame mana barumsaatti harkifachuu isaa dubbachuun hin barbaachisu.,Education
ቶም ምን ማድረግ እንዳለበት እርግጠኛ አልነበረም።,toom maal gochuu akka qabu mirkanaaʼaa hin turre.,General
እዚህ ጸሀይ ላይ ብቀመጥም አሁንም ብርድ ይሰማኛል።,as aduu keessa taa'us ammallee qorri natti dhagahama.,Business/Economy
አስተያየትዎን የማግኘት መብት አለዎት።,yaada kee argachuuf mirga qabda.,Government
ከቶም ተወው።,toomii dhiisaa.,General
የበረዶ መንሸራተትን መማር እፈልጋለሁ።,akkaataa snowboard barachuu barbaada.,Education
እነዚህን ሰነዶች ማንበብ እንዳለብህ አሰብኩ።,sanadoota kana dubbisuu qabdu jedheen yaade.,General
ይህ ወጥመድ ነው።,kiyyoodha.,General
በእውነት ግድ የለኝም።,dhugaa dubbachuuf dhimma hin qabu.,Religion
አንቺ ሳቢ ሴት ነሽ።,ati intala hawwataadha.,General
ሁሉንም ነገር መሰረዝ አለብኝ።,waan hunda haquu qaba.,General
ያ ደደብ ነው።,sun doofaadha.,General
በንግግር ውስጥ አዲስ ርእስ መጣ።,mata dureen haaraan tokko haasawa keessatti ka'e.,General
ጊዜ አልቆብሃል።,yeroon si dhume.,General
ቁርሴን ወደ ክፍል 305 ማምጣት ትችላለህ፧,ciree koo gara kutaa 305 fiduu dandeessu?,Education
በቤቴ ውስጥ አንድ ድመት አለ።,mana koo keessa sareen tokko jira.,General
ያደረጉትን ይመልከቱ።,waan goote ilaali.,General
ስሎዝ ቅጠሎችን ይበላሉ።,Sloths baaloota ni nyaatu.,General
አባቱዋን ታውቃለህ፧,abbaa ishee beektaa?,Religion
አንድ ሰው ወደ ቤትህ እንዲወስድህ አዘጋጃለሁ።,nama mana keetti si fudhatu haala mijeessa.,General
በቤተመጽሀፍት ውስጥ ዝም ማለት አለቦት።,mana kitaabaa keessatti callisuu qabda.,General
ሀሳቡ መጀመሪያ ላይ ሞኝነት ይመስላል።,yaadni sun jalqaba irratti waan abshaalummaa hin qabne fakkaata ture.,Government
ቡና መጠጣት ያለብህ ይመስለኛል።,buna dhuguu qabdu jedheen yaada.,Agriculture
ማጨስ እና መጠጣት ለጤንነትዎ ጎጂ ናቸው።,dhugaatii fi tamboo xuuxuun lamaan isaanii iyyuu fayyaa keessaniif hamaadha.,General
ማንንም ለመጉዳት አልሞከርኩም።,ani nama tokkollee miidhuuf yaalaa hin turre.,General
ባለፈው ሳምንት ቆንጆ ሴት ልጅ ወለደች።,torban darbe intala bareedduu deesse.,General
ያ አርክቴክት በጣም ዘመናዊ ቤቶችን ይገነባል።,arkiteektiin sun manneen baayyee ammayyaa ta'an ijaara.,General
የሆነ ነገር ለመገንባት እየሞከርን ነው።,waan tokko ijaaruuf yaalaa jirra.,General
እንደ ቃሉ እሱን ከመውሰድ ውጪ ሌላ አማራጭ አልነበረኝም።,jecha isaatiin isa fudhachuu malee filannoo biraa hin qabu ture.,General
ጠረጴዛው ላይ አንድ አልበም አለ።,albamii tokko deeskii irra jira.,General
ጥያቄውን አታስወግድ።,gaaffii hin dodge.,Education
ክፍሉ በታዳጊ ወጣቶች የተሞላ ነው። ጥቂቶቹ ተኝተዋል።,kutaan barnootaa dargaggoota umrii kurnanii keessa jiraniin guutameera. isaan keessaa tokko lama rafaa jiru.,General
አንድ አስፈላጊ ነገር ልነግርዎ እፈልጋለሁ።,waan barbaachisaa ta'e tokkon isinitti himuu barbaada.,General
ለምንድነው ሁል ጊዜ ስራ የሚበዛብህ፧,yeroo hundumaa maaliif hojiin sitti baayʼata?,General
ቶም ስቶንትማን መሆን ይፈልጋል።,toom nama stuntman ta'uu barbaada.,General
ሁላችንም እንረዳለን።,hundi keenya ni hubanna.,General
ውሻዬ ብዙ ጊዜ በሳሩ ላይ ይተኛል።,yeroo baayyee sareen koo marga irra ciisa.,General
ቶም ለማርያም ሰላሳ ዶላር አለባት።,toom liqii meerii doolaara soddoma qaba.,Religion
ለራሴ ማወቅ ነበረብኝ።,ofii kootii baruu qaba ture.,General
ቶም መጸለይ ጀመረ።,toom kadhachuu jalqabe.,General
ኮምፒዩተሩ በግራዋ ነው።,kompiitarri gara bitaa ishee jira.,Agriculture
በአገባብ ስህተት ምክንያት ፕሮግራሙን ማጠናቀር አልተቻለም።,"sagantaan qindaa'uu hin dandeenye, sababa dogongora sintaksiitiin.",General
ለእንደዚህ አይነቱ ዝግጅት የሚበቃ ቀሚስ የለኝም።,uffata gaarii yeroo akkasii kanaaf ta'u hin qabu.,General
